CommonName,Type,MAP,NFFD,NPP,PPT_sm,RH,SHM,TD,Wetness,Landcover
Long-toed Salamander,1,726.8512573,152.4603882,5187,182.0834503,61.0710907,46.50907516,21.64256668,3.577253342,1
Long-toed Salamander,1,716.6035156,153.1052704,4905,180.4513397,60.95234299,47.15512466,21.55020523,6.441420555,1
Long-toed Salamander,1,1137.405273,140.1902924,4187,245.8135529,67.80989075,29.96362686,21.20000076,2.011008024,8
Long-toed Salamander,1,443.9561462,126.3758011,4682,163.0905609,57,51.34427261,22.22903633,6.983999252,1
Long-toed Salamander,1,1495.10144,137.4596405,4918,334.2389832,68.91951752,21.63545799,21.06208801,3.244420052,1
Long-toed Salamander,1,1129.529053,143.945755,4936,251.8321838,66.35717773,28.83426857,20.89999962,6.433793545,1
Long-toed Salamander,1,363.6751709,133.3297272,5266,137.1984558,55.90497971,65.40867615,22.60251808,8.745753288,1
Long-toed Salamander,1,1001.200378,161.2180634,2594,224.5223694,63.80273819,37.35938263,20.93990707,2.447837591,8
Long-toed Salamander,1,773.6072388,165.7086792,3650,206.6638031,60.9801712,43.93154144,21.10000038,5.46543169,10
Long-toed Salamander,1,797.4769287,163.9311676,4902,198.4078217,61.46759033,44.37054443,21,7.006874084,5
Long-toed Salamander,1,734.6445313,149.5335999,4870,184.5750122,62.53587341,44.87078094,21.60000038,5.512797832,1
Long-toed Salamander,1,422.5390015,127.9834824,4964,156.4487457,57,53.19966125,22.28582764,3.429284096,1
Long-toed Salamander,1,397.2061157,130.2276459,4853,149.0364838,56,58.01148224,22.39999962,7.675998688,1
Long-toed Salamander,1,611.0315552,137.221817,5283,284.276123,55.19100952,33.47580719,22.10611153,4.123579025,1
Long-toed Salamander,1,524.1756592,141.8641052,5012,240.4712372,54.44258118,41.67973709,22.84216499,5.196782589,1
Long-toed Salamander,1,538.3526611,141.3340912,5246,245.3161926,54.52608871,40.79640579,22.71235275,4.977956772,1
Long-toed Salamander,1,544.8165894,142,5120,246.1951447,54,40.7367897,23.03863525,4.019039154,1
Long-toed Salamander,1,580.507019,137.9994965,4825,272.1663818,55,35.48202896,22.29960823,4.361881256,8
Long-toed Salamander,1,469.4165649,128,4452,182.2971039,57,45.82304001,22,7.66232729,1
Long-toed Salamander,1,487.3383484,129.6143646,4810,186.5435944,56.3854599,45.50975037,22,8.791204453,17
Long-toed Salamander,1,404.9995117,158,3827,175.985321,58.68720627,65.2341156,30.10000038,5.339270115,17
Long-toed Salamander,1,816.7637939,163.6291046,5286,202.6637726,62.02576447,43.088871,21,6.095067501,8
Long-toed Salamander,1,540.6691284,142.6797638,4966,247.309021,54,40.99769974,22.88651466,5.202136517,17
Long-toed Salamander,1,804.0377197,146.3436127,5264,193.3875885,63.98104095,41.36004639,21.45765686,3.929741383,1
Long-toed Salamander,1,1457.023926,147.3234711,3332,278.9438477,68,26.10446739,20.70000076,6.112660408,18
Long-toed Salamander,1,328.2877808,146.6169891,4342,128.9321747,56,79.58144379,23.29068375,8.708343506,1
Long-toed Salamander,1,406.9744873,143.6616974,4373,164.7270966,55,61.57492065,23.20000076,9.987568855,10
Long-toed Salamander,1,417.9276123,142.9245758,3565,168.0674591,58.0319252,59.13639069,22.74887466,2.830564737,1
Long-toed Salamander,1,378.522644,127,4162,152.0530853,57.98301697,59.04981232,22.1978569,7.323629856,1
Long-toed Salamander,1,450.7987061,140.4167023,3864,175.5519104,56.86124039,54.66797256,22.85552788,2.501507521,1
Long-toed Salamander,1,479.6065979,133.1989136,4601,191.5374756,58.22551346,48.80580139,22.09731674,6.707288265,1
Long-toed Salamander,1,415.4004822,132.993927,4836,167.8032379,58.00108337,56.1034317,22.26836777,6.692374229,1
Long-toed Salamander,1,809.6183472,163.0114594,4822,203.2657928,61.64100647,43.20285416,21.00252914,3.291780233,10
Long-toed Salamander,1,336.0453796,148.2950287,3195,131.5455475,56,78.92061615,23.35319901,8.407146454,1
Long-toed Salamander,1,813.8824463,159.337204,5546,221.3222351,60.18508911,40.89242935,20.79999924,7.49353075,1
Long-toed Salamander,1,528.8690796,142.0787964,5092,248.3832703,54.79518509,40.29667282,23.1146946,3.405977011,6
Long-toed Salamander,1,378.1526794,147.8955994,3302,151.3747101,56.99290085,68.59411621,23.20490074,6.211958408,17
Long-toed Salamander,1,530.8910522,148,5190,256.5931396,55,40.22000122,23.9889431,3.481011629,5
Long-toed Salamander,1,660.0748901,138,5114,290.1376953,57.82985687,31.62010956,22.58290863,4.0087924,6
Long-toed Salamander,1,508.7173157,141.4219971,4836,234.7315369,55,42.62489319,22.82446671,5.127517223,1
Long-toed Salamander,1,579.9682007,138.9973602,5017,270.6538391,55,35.96323013,22.39501762,4.814423084,6
Long-toed Salamander,1,516.5665894,139.6798248,5017,241.9013214,54,41.3408432,23.26403809,4.841545582,1
Long-toed Salamander,1,565.22229,140.0516205,4284,264.5205994,54.40441513,37.27572632,22.6113205,6.324551582,1
Long-toed Salamander,1,509.4849854,147,5107,243.8775482,55,42.01568222,23.97566795,6.588870049,1
Long-toed Salamander,1,432.5956421,126.6376801,3789,169.692215,58.46386719,52.34879684,22.06502342,9.95059967,1
Long-toed Salamander,1,670.4780273,139,4860,308.4317627,56,30.39245415,22.3341713,4.507920265,6
Long-toed Salamander,1,470.6967468,141.0599365,4835,225.7781677,54,45.90493393,23.87111664,4.71902895,1
Long-toed Salamander,1,624.6813354,139.8631744,5039,283.6874084,56,33.47565079,22.39190483,5.731696129,1
Long-toed Salamander,1,605.7060547,118.1969376,3730,170.3374939,60.70625687,45.13810349,22.72937584,8.518957138,1
Long-toed Salamander,1,489.469574,128.570343,3098,174.6165466,59.35726929,51.97888947,21.89999962,5.462087631,1
Long-toed Salamander,1,677.843811,157,4852,174.8795776,59,49.89624786,21.7561779,3.395789146,8
Long-toed Salamander,1,739.8863525,152.57724,5192,192.0722046,60.53664398,44.91899109,21.43014526,4.353797913,8
Long-toed Salamander,1,738.9000244,154.1085663,5532,191.3467255,60,45.65764618,21.51086617,4.728580475,5
Long-toed Salamander,1,680.2119751,156.3191528,5138,177.3569336,59,49.43357086,21.72451782,6.408028603,5
Long-toed Salamander,1,736.9171143,151.4689331,5835,185.2312317,61.99509048,45.44530869,21.65184021,4.259223461,1
Long-toed Salamander,1,478.4820251,122.064743,4360,161.798172,59,48.48649597,22.53705978,7.440848351,1
Long-toed Salamander,1,656.8486328,159.3775482,4603,188.6730042,59.31106567,46.87996292,21.29999924,3.763171911,15
Long-toed Salamander,1,714.7872925,155.2922668,4934,189.8267822,59.70772934,45.92005157,21.41508675,4.710649014,1
Long-toed Salamander,1,441.6035461,128.510376,5289,162.8955383,57,52.27935791,22.29999924,2.85255909,1
Long-toed Salamander,1,486.1342163,148.511261,3826,155.9719086,60.31256866,56.03659439,21.70000076,6.746181965,1
Long-toed Salamander,1,471.2913208,149.2027435,4907,153.8315735,60.2027626,57.48675537,21.70000076,8.707539558,10
Long-toed Salamander,1,650.1394653,139.0770416,4996,198.7311554,64.23880768,40.13234329,21.39961624,2.729526281,8
Long-toed Salamander,1,706.9026489,137.4249878,5316,195.4512024,67,39.83752441,21.60000038,4.179094791,10
Long-toed Salamander,1,678.2091064,136.8799896,5710,206.9587402,65.55822754,37.67277908,21.32934189,4.268609047,1
Long-toed Salamander,1,507.5454712,148.4736176,4839,161.922821,60.52673721,53.70817947,21.64732742,3.071140289,10
Long-toed Salamander,1,551.6255493,134.7162781,4900,190.918045,58,44.91138077,21.97927094,13.61768246,1
Long-toed Salamander,1,602.0350952,116.9646454,3611,217.3418121,60,34.29969025,21.4361515,8.053731918,1
Long-toed Salamander,1,531.3494873,126,4987,190.0307617,57,43.40773773,22.11219406,2.626110792,8
Long-toed Salamander,1,732.1906738,108.3702087,4954,241.2227783,59.13238144,28.47305107,21.28676414,3.671892166,8
Long-toed Salamander,1,480.9984131,128.5494843,4715,185.3740387,57,45.18276978,22,11.43489933,17
Long-toed Salamander,1,489.2174988,129.6802063,4153,187.6400757,56,45.51348495,22.09635925,6.969721794,1
Long-toed Salamander,1,493.5037537,128.8152618,5003,187.4300537,56.89477158,44.59021759,21.98548508,5.451100826,1
Long-toed Salamander,1,371.9665527,126.189476,4764,137.8297882,57,59.98058319,22.5,6.105597496,1
Long-toed Salamander,1,752.4822388,131.2755432,2186,262.9864807,60.26357269,31.30457878,22.20529747,3.008924007,1
Long-toed Salamander,1,928.1501465,115.1472397,3184,294.2325439,64,22.4817009,21.27216911,5.852321625,18
Long-toed Salamander,1,476.5364685,124.0386887,3853,167.4980774,57.96814346,48.08387756,22.53851891,6.555426598,1
Long-toed Salamander,1,827.5413818,158.2477417,5570,222.0068359,60.21027374,40.48710251,20.79058456,9.473781586,8
Long-toed Salamander,1,1383.095581,142.984314,3848,270.3971252,68.42240143,26.05414963,20.71710205,3.130822897,1
Long-toed Salamander,1,404.33078,158,3930,175.2688446,58.26955795,65.41280365,30.10000038,5.513777733,15
Long-toed Salamander,1,470.271637,137.9395752,3469,183.0921783,58,52.58681107,22.36460304,3.859505892,1
Long-toed Salamander,1,399.0136108,156.2904358,4127,173.7775116,58.72971725,66.71150208,30.58657837,4.062830448,15
Long-toed Salamander,1,385.4856567,158.3502655,4408,168.8770447,56.97779465,69.47647858,30.23945999,4.571769238,10
Long-toed Salamander,1,399.4287415,158.0140686,4502,174.3564606,57.94348145,66.08575439,30.14042664,5.396820068,15
Long-toed Salamander,1,401.4014587,158,4551,174.8981323,57.98642349,65.90224457,30.10477066,5.294919968,5
Long-toed Salamander,1,442.2880859,135.5389862,3426,175.2626038,58,54.50505447,22.22693634,6.54334116,1
Long-toed Salamander,1,409.9194031,143.100769,4228,158.3918762,56.89933395,63.44853592,23.06787109,4.273122311,1
Long-toed Salamander,1,481.9764709,141.0544281,4812,230.8933716,54,44.63634491,23.77664757,5.11031723,1
Long-toed Salamander,1,391.8841858,158.3796539,4402,171.1920319,57.61552429,68.03709412,30.20182037,5.246594429,6
Long-toed Salamander,1,321.6371155,142.4660492,4271,127.7010956,56.1515274,78.6348114,23.08379173,8.047345161,1
Long-toed Salamander,1,474.722168,140,4951,225.472168,54,44.35536575,23.14678383,4.273041725,1
Long-toed Salamander,1,405.0371704,157.1538849,3918,177.8751678,58,65.11975098,30.2969799,5.183359146,15
Long-toed Salamander,1,479.3188782,128.2860565,2927,187.8321381,58.94359207,46.83110809,22.06892967,7.695153713,1
Long-toed Salamander,1,658.6405029,138.8365784,5218,293.7114258,57,31.74186516,22.48857689,4.266308308,1
Long-toed Salamander,1,540.1685791,141.795639,5398,246.7372437,54,40.76091003,22.84563255,5.001874924,6
Long-toed Salamander,1,398.7218018,158.0100098,4056,173.8653412,57.96948624,66.3526001,30.13584709,4.266668797,15
Long-toed Salamander,1,481.9764709,141.0544281,4601,230.8933716,54,44.63634491,23.77664757,3.815053225,1
Long-toed Salamander,1,480.2539978,129.6214447,5098,181.5355225,56.66286087,46.63747406,22.10000038,3.507107496,1
Long-toed Salamander,1,494.4706726,125.7680359,4806,177.5905304,58.18911743,47.5042572,22.20242119,4.845598698,10
Long-toed Salamander,1,341.307312,129.1269226,4152,126.9974976,57,66.37238312,22.49425507,10.13848019,10
Long-toed Salamander,1,478.2937012,124.7808151,4623,167.2433777,58.00064087,48.75287247,22.67751503,10.00772285,1
Long-toed Salamander,1,384.8550415,125.1160812,4551,140.9590759,57,58.18162155,22.50015068,5.649549961,18
Long-toed Salamander,1,422.4023743,130.2443542,5090,157.0224915,56,54.92634964,22.34080696,5.968542099,1
Long-toed Salamander,1,446.6489868,130.3044739,5048,165.3301086,56.76931763,52.00802612,22.32306671,3.416503906,1
Long-toed Salamander,1,376.0223999,127.2333679,NA,137.5827637,57.56517029,60.78593063,22.41166878,7.538071632,18
Long-toed Salamander,1,586.8822632,122.0327301,4576,200.0474243,59.385746,40.03384018,22.55936623,3.4934237,1
Long-toed Salamander,1,410.2095032,128.8411713,5025,152.5946198,56.91525269,54.74269485,22.28413582,3.474500418,8
Long-toed Salamander,1,483.1006775,120.5060501,4472,160.3123322,59.56539536,48.53226852,22.60000038,8.033547401,1
Long-toed Salamander,1,430.1131897,127.5118866,5058,161.266098,56.93832016,51.66068268,22.17483139,7.405227184,1
Long-toed Salamander,1,424.0691833,127.3158188,4863,157.3065491,57,52.87447739,22.17653275,3.778521538,10
Long-toed Salamander,1,425.6458435,125,4494,150.3994598,57.17206955,54.27801514,22.61556435,10.5788641,1
Long-toed Salamander,1,455.153717,131.9174042,3619,175.0168457,57.23987198,53.20230484,22.0234375,8.786551476,1
Long-toed Salamander,1,867.3074951,113.2967834,4186,277.7467957,64,23.46006966,21.20567513,5.88234663,1
Long-toed Salamander,1,496.7003174,121.401947,4756,166.6936951,59.59816742,46.41511536,22.53433609,8.102945328,1
Long-toed Salamander,1,668.1387329,129.8428192,2546,232.8129578,59.67643356,36.43609238,22.39999962,5.852126122,1
Long-toed Salamander,1,446.0669861,129.5023804,5247,164.7566071,56.75864792,51.85576248,22.30629539,3.408380032,1
Long-toed Salamander,1,514.0598755,125.1514053,5490,183.2086334,57.17987061,44.66041183,22.0587101,2.318116426,1
Long-toed Salamander,1,578.1828613,117.7293091,4674,181.2704468,58.89839554,42.03340912,22.5729332,3.103994608,10
Long-toed Salamander,1,663.9685669,116.3131485,4239,187.645752,61.33163834,40.26524734,22.63367271,6.33007288,1
Long-toed Salamander,1,575.9404297,135.1348267,5037,217.3006134,56,39.96725082,21.8241787,9.359552383,1
Long-toed Salamander,1,572.9779663,136.3118286,4420,219.0907288,56.16759872,40.51545334,21.99716377,5.279878139,10
Long-toed Salamander,1,500.2400513,129.958374,5300,188.3399963,56.07039261,44.88388824,22.10000038,5.172358036,17
Long-toed Salamander,1,607.1137085,116.7121658,4827,187.4990997,58,41.12118912,22.80774879,5.585535526,1
Long-toed Salamander,1,528.4169922,113.10849,4656,192.0201263,58.00653839,40.04549408,21.4771347,7.168232441,1
Long-toed Salamander,1,580.295105,146.0666809,5385,172.4000092,63.74783325,48.27513123,21.54728127,4.749464512,1
Long-toed Salamander,1,666.4732056,153.5729065,5227,167.8307037,62.10813904,50.46537018,21.85729408,5.47334671,8
Long-toed Salamander,1,619.6581421,142.5783539,5579,190.1349945,63.32001877,43.0012207,21.46292305,3.015634775,1
Long-toed Salamander,1,597.487793,138,5307,188.2028503,62.16544342,43.17105103,21.59158325,2.707066774,1
Long-toed Salamander,1,659.4351196,117.8434296,3906,225.5548248,62,31.25100327,21.5,6.310210228,1
Long-toed Salamander,1,526.5957031,115.1945648,5138,193.6092377,58,40.39860916,21.4157753,4.250013351,1
Long-toed Salamander,1,495.9095154,129.6459198,4969,189.0771484,56.1682663,44.78885651,22.00590324,6.048146248,1
Long-toed Salamander,1,468.1514893,125.5364456,5164,169.5424042,57,48.57539749,22.20708275,3.930956841,1
Long-toed Salamander,1,529.7532349,112.3856735,5184,193.398407,58,39.57063675,21.39999962,7.256145,8
Long-toed Salamander,1,514.3147583,134.2104645,4294,201.635498,59,45.96466446,22.09653854,6.320811749,6
Long-toed Salamander,1,389.655426,135.9881592,4178,160.5418854,56.41550827,62.12907028,22.79218102,8.034496307,1
Long-toed Salamander,1,402.7409058,158,4631,175.2609406,58.26159286,65.71399689,30.10000038,6.250469208,6
Long-toed Salamander,1,502.1292725,142.2723694,4928,236.6464081,54.73783875,42.68127823,23.35172272,4.561313152,6
Long-toed Salamander,1,401.6240234,157.3232727,4176,175.6501923,58,66.05150604,30.33231354,6.405333519,5
Long-toed Salamander,1,534.4820557,147.9959564,5098,258.2857056,55.17782974,39.85393524,23.87264824,3.405220032,5
Long-toed Salamander,1,590.1150513,137.0200653,4229,228.5127106,55.69649506,39.43920135,22.00017929,2.741056919,8
Long-toed Salamander,1,568.9248657,140.5717926,4672,266.0577698,54.87095261,37.12637711,22.6129055,5.275118828,1
Long-toed Salamander,1,622.3179321,138.9958038,5063,283.633667,56.10375214,33.56179047,22.39991379,5.991641045,6
Long-toed Salamander,1,585.041626,122.4853897,5007,197.7503052,59,39.15077972,21.70261383,4.799620628,1
Long-toed Salamander,1,593.4071655,139,5352,276.7195129,55,35.1405983,22.39905167,4.47199297,5
Long-toed Salamander,1,534.1399536,144.7372589,3178,202.2431335,55,45.72910309,22.20000076,12.65916252,1
Long-toed Salamander,1,598.2487793,137.1605225,5058,277.9848633,53,34.78879547,22.60022354,5.296332836,17
Long-toed Salamander,1,675.8900146,109.7531891,4886,226.1474609,58.48693848,31.5195961,21.366745,2.251247883,1
Long-toed Salamander,1,588.883606,124.9767456,4631,192.6041107,59.93532562,40.6228981,21.79999924,4.732805729,1
Long-toed Salamander,1,540.7794189,141.2177582,5022,253.7212982,55,39.08985901,22.98733711,3.377291918,1
Long-toed Salamander,1,548.8231201,140.8314056,4971,257.2979736,55,38.40970612,22.90229416,3.747303486,1
Long-toed Salamander,1,675.5985107,139,4782,311.0882263,56,30.13940048,22.29999924,4.327493191,6
Long-toed Salamander,1,542.6448975,142,5189,246.1574707,54,40.78035355,23.11186028,4.310134888,6
Long-toed Salamander,1,549.2202148,141.5263672,4835,248.3872986,55,40.14653778,22.63212013,4.961532116,1
Long-toed Salamander,1,506.3566589,147,5331,243.1634674,55,42.32198715,24.02233696,10.139081,1
Long-toed Salamander,1,633.451416,138,4853,287.8825073,56.88251495,32.66910553,22.39091873,4.396065235,1
Long-toed Salamander,1,644.1362305,139.0141907,4883,289.5300903,56.88079834,32.49072647,22.40961838,4.717596531,1
Long-toed Salamander,1,526.0460205,141,4986,241.0271301,55,41.03408813,22.68036461,6.971261024,8
Long-toed Salamander,1,405.7810669,158,4297,176.4779358,58,65.13345337,30.10000038,6.390534401,10
Long-toed Salamander,1,812.3877563,162.9784241,NA,199.9745483,62.04743195,43.61003113,20.99733353,2.635044813,18
Long-toed Salamander,1,404.2762756,157.8850861,4250,176.4118347,58,65.33718872,30.31581497,4.720030308,15
Long-toed Salamander,1,611.2258301,162.1482239,5114,186.734375,58.79873657,48.32098007,21.22011757,4.337747097,5
Long-toed Salamander,1,546.9768677,149,5527,158.5607758,64.09560394,51.89731979,21.54634476,4.707858086,10
Long-toed Salamander,1,584.3719482,138.9940948,5015,273.9838867,55,35.6334877,22.47213173,4.485118389,1
Long-toed Salamander,1,726.1881104,154.0294495,5502,187.9033661,60,46.40377808,21.54412842,9.357320786,1
Long-toed Salamander,1,478.730011,141.6712189,5086,228.6216888,54,45.15695572,23.82218742,3.737579346,1
Long-toed Salamander,1,731.9030151,155.103241,5405,189.1871338,59.71696091,46.45742416,21.6103344,6.691754818,1
Long-toed Salamander,1,667.2681274,153.5496826,5319,170.9115295,62.57373047,49.60385132,21.86508179,6.316209316,8
Long-toed Salamander,1,691.9658813,155.8334656,5144,180.7967987,59.16640091,48.6067543,21.68335533,7.932241917,10
Long-toed Salamander,1,550.157959,138.8414154,5402,177.2943878,61.15829849,46.97512436,21.6984005,7.554899216,10
Long-toed Salamander,1,634.1766357,147.2823944,5142,174.6562653,64.18333435,47.30374146,21.58165741,3.548911095,10
Long-toed Salamander,1,551.9863892,147.0713501,5057,172.2115326,62.11843872,49.39769363,21.60000038,4.697704792,17
Long-toed Salamander,1,680.0450439,148.8754272,4422,180.0988922,67.93786621,43.48651505,21.50607491,5.003323078,8
Long-toed Salamander,1,683.7703247,150.1297302,4510,181.508667,67.62596893,43.82794952,21.61834335,3.530042171,10
Long-toed Salamander,1,680.0450439,148.8754272,4760,180.0988922,67.93786621,43.48651505,21.50607491,3.92516923,8
Long-toed Salamander,1,734.819519,148.0223541,4118,193.3768768,68.82489014,39.88498688,21.40197372,3.200201988,10
Long-toed Salamander,1,698.8131714,148.958252,4643,186.2724152,68.01157379,41.94441605,21.48960686,4.34125948,10
Long-toed Salamander,1,520.1382446,149.9282227,3723,164.073288,62,52.75377274,21.60000038,5.116208076,10
Long-toed Salamander,1,1562.418213,138.9488525,4068,334.4056396,69.36054993,21.34748077,21.01138496,3.169379234,1
Long-toed Salamander,1,625.7041626,137.5108185,5366,189.4434814,63.853508,42.26692963,21.61464882,4.740412235,1
Long-toed Salamander,1,499.9010925,126.1440659,5391,180.0471954,57,45.74151611,22.08179665,3.809553146,6
Long-toed Salamander,1,837.1779175,162.4694061,4542,208.5240936,61.49656677,41.99420166,21.00380325,3.240681171,8
Long-toed Salamander,1,728.2553711,169,4850,199.739502,60,46.78953934,21.02207184,4.244463921,5
Long-toed Salamander,1,513.100647,126.3406067,5274,186.6390686,57,44.33175278,22.10000038,9.699174881,1
Long-toed Salamander,1,530.0664673,141.9153137,5164,249.1894073,55,39.96517563,23.13740349,4.278163433,1
Long-toed Salamander,1,476.686676,141.0432281,4684,228.1578217,54,45.13779449,23.75864601,4.565907001,1
Long-toed Salamander,1,398.4797363,128.7255096,4639,161.5714111,58.13235855,57.55036926,22.14701843,9.746839523,6
Long-toed Salamander,1,540.9533081,126.6301422,3966,214.9842987,59.1266861,40.88419342,21.80220795,9.237114906,1
Long-toed Salamander,1,377.8280334,126.044693,3918,148.6674805,58,59.30894089,22.1044693,9.419281006,1
Long-toed Salamander,1,473.7633667,137.6750946,3739,182.3585968,57.6443367,52.61637878,22.40130234,3.441553116,1
Long-toed Salamander,1,471.1664124,129.4673767,4497,181.3382874,56,46.63088608,22.10000038,12.15965748,17
Long-toed Salamander,1,630.8326416,138,5199,286.2623291,56,32.81418991,22.41686249,5.408517361,8
Long-toed Salamander,1,326.9676514,146.0151978,4302,129.0099335,56,78.89411926,23.24009895,8.291570663,1
Long-toed Salamander,1,334.5257874,143.7861786,4344,136.1106415,56,75.55448914,23.13602257,7.645567894,1
Long-toed Salamander,1,617.5824585,138.828476,5054,281.5718689,55.1546402,34.06307983,22.29999924,3.401920795,1
Long-toed Salamander,1,372.3633118,133.5992126,4423,138.9052887,55.67258453,64.77523041,22.63274193,7.133780479,1
Long-toed Salamander,1,807.7947388,153.9764709,5293,218.6529541,61.87509918,38.458992,21.20000076,3.078275204,5
Long-toed Salamander,1,793.5856323,151.1001282,4468,217.3703766,62.1918335,38.14221954,21.1904068,5.445365906,6
Long-toed Salamander,1,1574.886475,138.9975586,3282,343.0201111,69,20.9525013,21.04987717,3.434174061,10
Long-toed Salamander,1,1572.813354,138.6417847,4281,356.7518311,68.55413818,20.6329174,21.0874176,3.938961983,5
Long-toed Salamander,1,1059.079102,143.9381256,2353,260.1868896,65.81558228,29.98487663,21.14311218,2.604086161,1
Long-toed Salamander,1,499.1252747,159.3390198,4183,163.4137268,56.0754509,57.8735466,21.39999962,6.832521915,15
Long-toed Salamander,1,416.3204651,148.6544952,4271,169.1509094,57,61.89896393,23.21637154,4.851612568,1
Long-toed Salamander,1,440.6627502,147.5007019,4526,178.6948547,57.12509537,57.84695053,23.11878967,2.596671581,1
Long-toed Salamander,1,403.7333069,146.5193787,4425,164.3214874,57.01192856,63.10835648,23.11269379,5.206896782,1
Long-toed Salamander,1,480.6729431,145.7427216,4356,194.8822937,57.67002869,52.13232803,22.9742794,2.107256889,1
Long-toed Salamander,1,539.3008423,142,4833,245.2074127,54,41.0068512,23.17444611,4.255840302,1
Long-toed Salamander,1,496.6793213,141.7239532,4954,234.447464,53.90163803,43.58511734,23.70928383,10.18440437,1
Long-toed Salamander,1,411.2318115,147.2871399,4326,167.7300873,58,61.19910431,23.02919388,3.991420269,1
Long-toed Salamander,1,490.6818848,145,4953,232.5601501,55,43.97448349,23.64269638,3.508001328,1
Long-toed Salamander,1,517.5795288,147.5525513,5087,248.230484,55,41.39786148,23.94888115,6.741193771,1
Long-toed Salamander,1,371.9316101,136.2451172,3853,152.2167358,57,64.32637024,22.71188736,3.63729167,1
Long-toed Salamander,1,757.3815918,167.8978729,4666,203.9127655,60.82859802,45.12467194,21.10000038,5.839128017,10
Long-toed Salamander,1,399.0033569,148.5053253,4158,162.1265869,57,65.01156616,23.24489021,7.398460865,1
Long-toed Salamander,1,330.3634949,139.9569702,3263,134.2892456,55.65245438,76.62424469,23.11721039,5.979111671,18
Long-toed Salamander,1,622.2875977,139.5826416,4494,272.565094,56.2086792,35.25887299,22.37913132,2.665019035,1
Long-toed Salamander,1,415.829071,148.497345,4279,170.1025085,57.87528992,61.29397964,23.12493515,4.131755829,10
Long-toed Salamander,1,590.1142578,138.1528625,5408,276.8985291,55,35.01014328,22.31526566,4.501548767,17
Long-toed Salamander,1,594.961853,138,5035,275.2388611,54.16445923,35.18796158,22.32660866,4.340166092,1
Long-toed Salamander,1,518.3519287,140.1003876,5005,243.5721893,54,41.14031982,23.29343987,6.079120636,6
Long-toed Salamander,1,717.6832886,168.5559235,4654,201.6132813,59.93587875,46.67798996,21.01697159,6.75414753,18
Long-toed Salamander,1,635.4953003,138,4703,282.9959106,57,32.68641281,22.60000038,5.281416893,1
Long-toed Salamander,1,331.934967,147.3763428,3644,129.9038391,56,79.44509125,23.29999924,9.689693451,18
